ano,unidade_geografica,nivel_geografico,localizacao,dependencia,taxa_aprovacao,taxa_reprovacao,taxa_abandono
2019,Rio de Janeiro,UF,Rural,Estadual,86.4,9.3,4.3
2019,Rio de Janeiro,UF,Total,Municipal,80.7,13.4,5.9
2019,Rio de Janeiro,UF,Urbana,Municipal,80.7,13.4,5.9
2019,Rio de Janeiro,UF,Rural,Municipal,,,
2019,Rio de Janeiro,UF,Total,Privada,94.4,5.2,0.4
2019,Rio de Janeiro,UF,Urbana,Privada,94.4,5.2,0.4
2019,Rio de Janeiro,UF,Rural,Privada,97.1,2.8,0.1
2019,Rio de Janeiro,UF,Total,Pública,78.5,14.4,7.1
2019,Rio de Janeiro,UF,Urbana,Pública,78.2,14.5,7.3
2019,Rio de Janeiro,UF,Rural,Pública,86.2,9.6,4.2
2019,São Paulo,UF,Total,Total,92.3,5.7,2.0
2019,São Paulo,UF,Urbana,Total,92.2,5.7,2.1
2019,São Paulo,UF,Rural,Total,95.8,3.2,1.0
2019,São Paulo,UF,Total,Federal,96.1,3.4,0.5
2019,São Paulo,UF,Urbana,Federal,96.1,3.4,0.5
2019,São Paulo,UF,Total,Estadual,91.1,6.4,2.5
2019,São Paulo,UF,Urbana,Estadual,91.0,6.5,2.5
2019,São Paulo,UF,Rural,Estadual,95.8,3.1,1.1
2019,São Paulo,UF,Total,Municipal,94.0,5.0,1.0
2019,São Paulo,UF,Urbana,Municipal,94.0,5.0,1.0
2019,São Paulo,UF,Rural,Municipal,95.6,3.8,0.6
2019,São Paulo,UF,Total,Privada,97.7,2.3,0.0
2019,São Paulo,UF,Urbana,Privada,97.8,2.2,0.0
2019,São Paulo,UF,Rural,Privada,95.5,4.2,0.3
2019,São Paulo,UF,Total,Pública,91.2,6.4,2.4
2019,São Paulo,UF,Urbana,Pública,91.1,6.4,2.5
2019,São Paulo,UF,Rural,Pública,95.8,3.1,1.1
2019,Paraná,UF,Total,Total,89.1,7.8,3.1
2019,Paraná,UF,Urbana,Total,89.0,8.0,3.0
2019,Paraná,UF,Rural,Total,92.7,5.1,2.2
2019,Paraná,UF,Total,Federal,92.8,6.2,1.0
2019,Paraná,UF,Urbana,Federal,92.6,6.3,1.1
2019,Paraná,UF,Rural,Federal,96.4,3.6,0.0
2019,Paraná,UF,Total,Estadual,87.6,8.8,3.6
2019,Paraná,UF,Urbana,Estadual,87.4,8.9,3.7
2019,Paraná,UF,Rural,Estadual,92.6,5.2,2.2
2019,Paraná,UF,Total,Municipal,,,
2019,Paraná,UF,Urbana,Municipal,,,
2019,Paraná,UF,Rural,Municipal,,,
2019,Paraná,UF,Total,Privada,97.2,2.7,0.1
2019,Paraná,UF,Urbana,Privada,97.2,2.7,0.1
2019,Paraná,UF,Rural,Privada,96.3,3.3,0.4
2019,Paraná,UF,Total,Pública,87.8,8.7,3.5
2019,Paraná,UF,Urbana,Pública,87.5,8.9,3.6
2019,Paraná,UF,Rural,Pública,92.6,5.1,2.3
2019,Santa Catarina,UF,Total,Total,82.0,12.9,5.1
2019,Santa Catarina,UF,Urbana,Total,81.9,13.0,5.1
2019,Santa Catarina,UF,Rural,Total,86.4,9.6,4.0
2019,Santa Catarina,UF,Total,Federal,91.8,6.9,1.3
2019,Santa Catarina,UF,Urbana,Federal,91.8,6.8,1.4
2019,Santa Catarina,UF,Rural,Federal,91.7,8.1,0.2
2019,Santa Catarina,UF,Total,Estadual,79.2,14.7,6.1
2019,Santa Catarina,UF,Urbana,Estadual,79.1,14.9,6.0
2019,Santa Catarina,UF,Rural,Estadual,85.1,10.1,4.8
2019,Santa Catarina,UF,Total,Municipal,95.9,3.0,1.1
2019,Santa Catarina,UF,Urbana,Municipal,96.6,3.4,0.0
2019,Santa Catarina,UF,Rural,Municipal,93.8,1.8,4.4
2019,Santa Catarina,UF,Total,Privada,96.5,3.2,0.3
2019,Santa Catarina,UF,Urbana,Privada,96.5,3.2,0.3
2019,Santa Catarina,UF,Rural,Privada,96.6,3.4,0.0
2019,Santa Catarina,UF,Total,Pública,80.0,14.3,5.7
2019,Santa Catarina,UF,Urbana,Pública,79.8,14.4,5.8
2019,Santa Catarina,UF,Rural,Pública,86.3,9.7,4.0
2019,Rio Grande do Sul,UF,Total,Total,79.2,15.5,5.3
2019,Rio Grande do Sul,UF,Urbana,Total,79.0,15.6,5.4
2019,Rio Grande do Sul,UF,Rural,Total,82.2,12.9,4.9
2019,Rio Grande do Sul,UF,Total,Federal,85.1,13.3,1.6
2019,Rio Grande do Sul,UF,Urbana,Federal,84.2,14.2,1.6
2019,Rio Grande do Sul,UF,Rural,Federal,89.0,9.7,1.3
2019,Rio Grande do Sul,UF,Total,Estadual,76.5,17.2,6.3
2019,Rio Grande do Sul,UF,Urbana,Estadual,76.4,17.3,6.3
2019,Rio Grande do Sul,UF,Rural,Estadual,79.4,14.6,6.0
2019,Rio Grande do Sul,UF,Total,Municipal,73.3,17.3,9.4
2019,Rio Grande do Sul,UF,Urbana,Municipal,72.2,18.3,9.5
2019,Rio Grande do Sul,UF,Rural,Municipal,85.9,6.2,7.9
2019,Rio Grande do Sul,UF,Total,Privada,95.9,3.7,0.4
2019,Rio Grande do Sul,UF,Urbana,Privada,95.9,3.8,0.3
2019,Rio Grande do Sul,UF,Rural,Privada,94.4,2.2,3.4
2019,Rio Grande do Sul,UF,Total,Pública,76.9,17.0,6.1
2019,Rio Grande do Sul,UF,Urbana,Pública,76.7,17.2,6.1
2019,Rio Grande do Sul,UF,Rural,Pública,81.9,13.2,4.9
2019,Mato Grosso do Sul,UF,Total,Total,83.1,10.9,6.0
2019,Mato Grosso do Sul,UF,Urbana,Total,83.3,11.1,5.6
2019,Mato Grosso do Sul,UF,Rural,Total,80.8,8.3,10.9
2019,Mato Grosso do Sul,UF,Total,Federal,92.8,4.1,3.1
2019,Mato Grosso do Sul,UF,Urbana,Federal,93.0,3.9,3.1
2019,Mato Grosso do Sul,UF,Rural,Federal,92.2,5.3,2.5
2019,Mato Grosso do Sul,UF,Total,Estadual,81.1,12.1,6.8
2019,Mato Grosso do Sul,UF,Urbana,Estadual,81.3,12.3,6.4
2019,Mato Grosso do Sul,UF,Rural,Estadual,78.2,9.0,12.8
2019,Mato Grosso do Sul,UF,Total,Municipal,95.5,4.5,0.0
2019,Mato Grosso do Sul,UF,Urbana,Municipal,,,
2019,Mato Grosso do Sul,UF,Rural,Municipal,95.5,4.5,0.0
2019,Mato Grosso do Sul,UF,Total,Privada,96.6,3.3,0.1
2019,Mato Grosso do Sul,UF,Urbana,Privada,96.7,3.3,0.0
2019,Mato Grosso do Sul,UF,Rural,Privada,93.2,5.5,1.3
2019,Mato Grosso do Sul,UF,Total,Pública,81.7,11.7,6.6
2019,Mato Grosso do Sul,UF,Urbana,Pública,81.8,11.9,6.3
2019,Mato Grosso do Sul,UF,Rural,Pública,80.0,8.5,11.5
2019,Mato Grosso,UF,Total,Total,73.2,17.2,9.6
2019,Mato Grosso,UF,Urbana,Total,72.8,17.3,9.9
2019,Mato Grosso,UF,Rural,Total,76.2,15.8,8.0
2019,Mato Grosso,UF,Total,Federal,91.2,8.2,0.6
2019,Mato Grosso,UF,Urbana,Federal,91.8,7.6,0.6
2019,Mato Grosso,UF,Rural,Federal,89.4,10.1,0.5
2019,Mato Grosso,UF,Total,Estadual,70.1,18.9,11.0
2019,Mato Grosso,UF,Urbana,Estadual,69.4,19.3,11.3
2019,Mato Grosso,UF,Rural,Estadual,74.6,16.5,8.9
2019,Mato Grosso,UF,Total,Municipal,79.7,20.3,0.0
2019,Mato Grosso,UF,Urbana,Municipal,,,
2019,Mato Grosso,UF,Rural,Municipal,79.7,20.3,0.0
2019,Mato Grosso,UF,Total,Privada,97.1,2.8,0.1
2019,Mato Grosso,UF,Urbana,Privada,97.1,2.8,0.1
2019,Mato Grosso,UF,Rural,Privada,100.0,0.0,0.0
2019,Mato Grosso,UF,Total,Pública,71.3,18.3,10.4
2019,Mato Grosso,UF,Urbana,Pública,70.6,18.7,10.7
2019,Mato Grosso,UF,Rural,Pública,76.1,15.9,8.0
2019,Goiás,UF,Total,Total,92.9,5.2,1.9
2019,Goiás,UF,Urbana,Total,92.9,5.1,2.0
2019,Goiás,UF,Rural,Total,93.0,5.4,1.6
2019,Goiás,UF,Total,Federal,89.8,9.4,0.8
2019,Goiás,UF,Urbana,Federal,89.6,9.6,0.8
2019,Goiás,UF,Rural,Federal,90.5,8.9,0.6
2019,Goiás,UF,Total,Estadual,92.4,5.3,2.3
2019,Goiás,UF,Urbana,Estadual,92.4,5.4,2.2
2019,Goiás,UF,Rural,Estadual,93.7,3.9,2.4
2019,Goiás,UF,Total,Municipal,90.4,4.4,5.2
2019,Goiás,UF,Urbana,Municipal,90.4,4.7,4.9
2019,Goiás,UF,Rural,Municipal,90.3,2.2,7.5
2019,Goiás,UF,Total,Privada,96.6,3.0,0.4
2019,Goiás,UF,Urbana,Privada,96.6,3.0,0.4
2019,Goiás,UF,Rural,Privada,97.2,2.2,0.6
2019,Goiás,UF,Total,Pública,92.3,5.5,2.2
2019,Goiás,UF,Urbana,Pública,92.3,5.5,2.2
2019,Goiás,UF,Rural,Pública,92.4,5.8,1.8
2019,Distrito Federal,UF,Total,Total,86.1,10.2,3.7
2019,Distrito Federal,UF,Urbana,Total,86.1,10.2,3.7
2019,Distrito Federal,UF,Rural,Total,86.8,10.6,2.6
2019,Distrito Federal,UF,Total,Federal,87.4,11.6,1.0
2019,Distrito Federal,UF,Urbana,Federal,89.4,9.7,0.9
2019,Distrito Federal,UF,Rural,Federal,77.5,21.1,1.4
2019,Distrito Federal,UF,Total,Estadual,82.9,12.2,4.9
2019,Distrito Federal,UF,Urbana,Estadual,82.7,12.3,5.0
2019,Distrito Federal,UF,Rural,Estadual,88.3,8.5,3.2
2019,Distrito Federal,UF,Total,Privada,96.4,3.6,0.0
2019,Distrito Federal,UF,Urbana,Privada,96.3,3.6,0.1
2019,Distrito Federal,UF,Rural,Privada,98.1,1.9,0.0
2019,Distrito Federal,UF,Total,Pública,83.1,12.2,4.7
2019,Distrito Federal,UF,Urbana,Pública,83.0,12.2,4.8
2019,Distrito Federal,UF,Rural,Pública,85.8,11.4,2.8
2020,Brasil,Brasil,Total,Total,95.0,2.7,2.3
2020,Brasil,Brasil,Urbana,Total,95.0,2.7,2.3
2020,Brasil,Brasil,Rural,Total,95.0,2.6,2.4
2020,Brasil,Brasil,Total,Federal,88.2,10.0,1.8
2020,Brasil,Brasil,Urbana,Federal,89.2,9.1,1.7
2020,Brasil,Brasil,Rural,Federal,82.5,15.2,2.3
2020,Brasil,Brasil,Total,Estadual,94.6,2.8,2.6
2020,Brasil,Brasil,Urbana,Estadual,94.5,2.9,2.6
2020,Brasil,Brasil,Rural,Estadual,96.0,1.6,2.4
2020,Brasil,Brasil,Total,Municipal,97.2,1.3,1.5
2020,Brasil,Brasil,Urbana,Municipal,97.4,1.3,1.3
2020,Brasil,Brasil,Rural,Municipal,96.0,1.2,2.8
2020,Brasil,Brasil,Total,Privada,98.8,0.7,0.5
2020,Brasil,Brasil,Urbana,Privada,98.9,0.7,0.4
2020,Brasil,Brasil,Rural,Privada,93.8,2.0,4.2
2020,Brasil,Brasil,Total,Pública,94.4,3.0,2.6
2020,Brasil,Brasil,Urbana,Pública,94.4,3.1,2.5
2020,Brasil,Brasil,Rural,Pública,95.1,2.6,2.3
2020,Norte,Regiao,Total,Total,96.9,2.0,1.1
2020,Norte,Regiao,Urbana,Total,96.9,2.1,1.0
2020,Norte,Regiao,Rural,Total,96.9,1.5,1.6
2020,Norte,Regiao,Total,Federal,88.3,11.0,0.7
2020,Norte,Regiao,Urbana,Federal,89.5,9.7,0.8
2020,Norte,Regiao,Rural,Federal,81.9,17.6,0.5
2020,Norte,Regiao,Total,Estadual,97.0,1.8,1.2
2020,Norte,Regiao,Urbana,Estadual,97.0,1.9,1.1
2020,Norte,Regiao,Rural,Estadual,97.5,1.0,1.5
2020,Norte,Regiao,Total,Municipal,97.6,0.0,2.4
2020,Norte,Regiao,Urbana,Municipal,97.6,0.0,2.4
2020,Norte,Regiao,Rural,Municipal,,,
2020,Norte,Regiao,Total,Privada,98.1,0.8,1.1
2020,Norte,Regiao,Urbana,Privada,98.3,0.8,0.9
2020,Norte,Regiao,Rural,Privada,94.3,0.8,4.9
2020,Norte,Regiao,Total,Pública,96.8,2.1,1.1
2020,Norte,Regiao,Urbana,Pública,96.8,2.2,1.0
2020,Norte,Regiao,Rural,Pública,97.0,1.6,1.4
2020,Nordeste,Regiao,Total,Total,97.0,0.8,2.2
2020,Nordeste,Regiao,Urbana,Total,97.2,0.8,2.0
2020,Nordeste,Regiao,Rural,Total,95.3,1.5,3.2
2020,Nordeste,Regiao,Total,Federal,85.3,11.7,3.0
2020,Nordeste,Regiao,Urbana,Federal,85.9,11.0,3.1
2020,Nordeste,Regiao,Rural,Federal,80.9,16.0,3.1
2020,Nordeste,Regiao,Total,Estadual,97.3,0.4,2.3
2020,Nordeste,Regiao,Urbana,Estadual,97.4,0.4,2.2
2020,Nordeste,Regiao,Rural,Estadual,96.3,0.6,3.1
2020,Nordeste,Regiao,Total,Municipal,93.2,1.3,5.5
2020,Nordeste,Regiao,Urbana,Municipal,90.0,1.7,8.3
2020,Nordeste,Regiao,Rural,Municipal,96.0,1.0,3.0
2020,Nordeste,Regiao,Total,Privada,98.1,0.8,1.1
2020,Nordeste,Regiao,Urbana,Privada,98.3,0.7,1.0
2020,Nordeste,Regiao,Rural,Privada,91.1,3.3,5.6
2020,Nordeste,Regiao,Total,Pública,96.9,0.8,2.3
2020,Nordeste,Regiao,Urbana,Pública,97.0,0.8,2.2
2020,Nordeste,Regiao,Rural,Pública,95.4,1.4,3.2
2020,Sudeste,Regiao,Total,Total,94.8,3.0,2.2
2020,Sudeste,Regiao,Urbana,Total,94.8,2.9,2.3
2020,Sudeste,Regiao,Rural,Total,94.2,4.1,1.7
2020,Sudeste,Regiao,Total,Federal,92.0,7.1,0.9
2020,Sudeste,Regiao,Urbana,Federal,92.7,6.4,0.9
2020,Sudeste,Regiao,Rural,Federal,86.7,12.1,1.2
2020,Sudeste,Regiao,Total,Estadual,94.0,3.4,2.6
2020,Sudeste,Regiao,Urbana,Estadual,94.0,3.4,2.6
2020,Sudeste,Regiao,Rural,Estadual,94.9,3.6,1.5
2020,Sudeste,Regiao,Total,Municipal,98.1,1.2,0.7
2020,Sudeste,Regiao,Urbana,Municipal,98.1,1.2,0.7
2020,Sudeste,Regiao,Rural,Municipal,98.7,0.5,0.8
2020,Sudeste,Regiao,Total,Privada,99.1,0.6,0.3
2020,Sudeste,Regiao,Urbana,Privada,99.2,0.6,0.2
2020,Sudeste,Regiao,Rural,Privada,95.7,1.0,3.3
2020,Sudeste,Regiao,Total,Pública,94.0,3.4,2.6
2020,Sudeste,Regiao,Urbana,Pública,94.0,3.4,2.6
2020,Sudeste,Regiao,Rural,Pública,94.1,4.4,1.5
2020,Sul,Regiao,Total,Total,91.0,4.8,4.2
2020,Sul,Regiao,Urbana,Total,90.9,4.8,4.3
2020,Sul,Regiao,Rural,Total,92.9,3.8,3.3
2020,Sul,Regiao,Total,Federal,88.0,10.8,1.2
2020,Sul,Regiao,Urbana,Federal,88.5,10.2,1.3
2020,Sul,Regiao,Rural,Federal,85.7,13.5,0.8
2020,Sul,Regiao,Total,Estadual,89.8,5.2,5.0
2020,Sul,Regiao,Urbana,Estadual,89.7,5.3,5.0
2020,Sul,Regiao,Rural,Estadual,93.7,2.7,3.6
2020,Sul,Regiao,Total,Municipal,96.5,0.6,2.9
2020,Sul,Regiao,Urbana,Municipal,97.4,0.2,2.4
2020,Sul,Regiao,Rural,Municipal,90.8,3.3,5.9
2020,Sul,Regiao,Total,Privada,99.1,0.7,0.2
2020,Sul,Regiao,Urbana,Privada,99.1,0.7,0.2
2020,Sul,Regiao,Rural,Privada,95.6,1.9,2.5
2020,Sul,Regiao,Total,Pública,89.8,5.3,4.9
2020,Sul,Regiao,Urbana,Pública,89.7,5.4,4.9
2020,Sul,Regiao,Rural,Pública,92.8,3.9,3.3
2020,Centro-Oeste,Regiao,Total,Total,93.4,5.5,1.1
2020,Centro-Oeste,Regiao,Urbana,Total,93.4,5.5,1.1
2020,Centro-Oeste,Regiao,Rural,Total,92.2,6.0,1.8
2020,Centro-Oeste,Regiao,Total,Federal,87.5,10.3,2.2
2020,Centro-Oeste,Regiao,Urbana,Federal,90.1,8.5,1.4
2020,Centro-Oeste,Regiao,Rural,Federal,77.4,17.5,5.1
2020,Centro-Oeste,Regiao,Total,Estadual,92.8,6.0,1.2
2020,Centro-Oeste,Regiao,Urbana,Estadual,92.7,6.1,1.2
2020,Centro-Oeste,Regiao,Rural,Estadual,94.7,4.1,1.2
2020,Centro-Oeste,Regiao,Total,Municipal,90.9,6.7,2.4
2020,Centro-Oeste,Regiao,Urbana,Municipal,88.3,8.9,2.8
2020,Centro-Oeste,Regiao,Rural,Municipal,98.9,0.0,1.1
2020,Centro-Oeste,Regiao,Total,Privada,98.9,0.8,0.3
2020,Centro-Oeste,Regiao,Urbana,Privada,99.0,0.7,0.3
2020,Centro-Oeste,Regiao,Rural,Privada,94.6,3.2,2.2
2020,Centro-Oeste,Regiao,Total,Pública,92.5,6.2,1.3
2020,Centro-Oeste,Regiao,Urbana,Pública,92.6,6.2,1.2
2020,Centro-Oeste,Regiao,Rural,Pública,92.1,6.1,1.8
2020,Rondônia,UF,Total,Total,90.8,6.9,2.3
2020,Rondônia,UF,Urbana,Total,91.6,6.7,1.7
2020,Rondônia,UF,Rural,Total,78.6,9.2,12.2
2020,Rondônia,UF,Total,Federal,85.2,14.6,0.2
2020,Rondônia,UF,Urbana,Federal,88.2,11.7,0.1
2020,Rondônia,UF,Rural,Federal,77.2,22.4,0.4
2020,Rondônia,UF,Total,Estadual,90.9,6.6,2.5
2020,Rondônia,UF,Urbana,Estadual,91.4,6.7,1.9
2020,Rondônia,UF,Rural,Estadual,73.8,3.4,22.8
2020,Rondônia,UF,Total,Municipal,,,
2020,Rondônia,UF,Urbana,Municipal,,,
2020,Rondônia,UF,Rural,Municipal,,,
2020,Rondônia,UF,Total,Privada,96.4,2.0,1.6
2020,Rondônia,UF,Urbana,Privada,97.3,2.4,0.3
2020,Rondônia,UF,Rural,Privada,92.5,0.3,7.2
2020,Rondônia,UF,Total,Pública,90.5,7.2,2.3
2020,Rondônia,UF,Urbana,Pública,91.2,7.0,1.8
2020,Rondônia,UF,Rural,Pública,75.2,11.4,13.4
2020,Acre,UF,Total,Total,86.0,10.7,3.3
2020,Acre,UF,Urbana,Total,83.3,13.5,3.2
2020,Acre,UF,Rural,Total,94.5,1.3,4.2
2020,Acre,UF,Total,Federal,97.1,1.2,1.7
2020,Acre,UF,Urbana,Federal,97.1,1.2,1.7
2020,Acre,UF,Total,Estadual,85.3,11.2,3.5
2020,Acre,UF,Urbana,Estadual,82.3,14.4,3.3
2020,Acre,UF,Rural,Estadual,94.5,1.3,4.2
2020,Acre,UF,Total,Municipal,,,
2020,Acre,UF,Urbana,Municipal,,,
2020,Acre,UF,Rural,Municipal,,,
2020,Acre,UF,Total,Privada,99.5,0.1,0.4
2020,Acre,UF,Urbana,Privada,99.5,0.1,0.4
2020,Acre,UF,Total,Pública,85.4,11.1,3.5
2020,Acre,UF,Urbana,Pública,82.4,14.3,3.3
2020,Acre,UF,Rural,Pública,94.5,1.3,4.2
2020,Amazonas,UF,Total,Total,98.5,1.4,0.1
2020,Amazonas,UF,Urbana,Total,98.6,1.3,0.1
2020,Amazonas,UF,Rural,Total,97.7,1.8,0.5
2020,Amazonas,UF,Total,Federal,87.0,12.7,0.3
2020,Amazonas,UF,Urbana,Federal,87.1,12.5,0.4
2020,Amazonas,UF,Rural,Federal,85.6,14.4,0.0
2020,Amazonas,UF,Total,Estadual,98.8,1.0,0.2
2020,Amazonas,UF,Urbana,Estadual,99.0,0.9,0.1
2020,Amazonas,UF,Rural,Estadual,98.0,1.6,0.4
2020,Amazonas,UF,Total,Municipal,,,
2020,Amazonas,UF,Urbana,Municipal,,,
2020,Amazonas,UF,Rural,Municipal,,,
2020,Amazonas,UF,Total,Privada,98.4,1.3,0.3
2020,Amazonas,UF,Urbana,Privada,98.4,1.3,0.3
2020,Amazonas,UF,Rural,Privada,100.0,0.0,0.0
2020,Amazonas,UF,Total,Pública,98.5,1.4,0.1
2020,Amazonas,UF,Urbana,Pública,98.6,1.3,0.1
2020,Amazonas,UF,Rural,Pública,97.7,1.8,0.5
2020,Roraima,UF,Total,Total,98.4,0.8,0.8
2020,Roraima,UF,Urbana,Total,99.1,0.3,0.6
2020,Roraima,UF,Rural,Total,95.9,2.4,1.7
2020,Roraima,UF,Total,Federal,91.4,8.2,0.4
2020,Roraima,UF,Urbana,Federal,92.2,6.6,1.2
2020,Roraima,UF,Rural,Federal,91.1,8.7,0.2
2020,Roraima,UF,Total,Estadual,98.6,0.6,0.8
2020,Roraima,UF,Urbana,Estadual,99.1,0.3,0.6
2020,Roraima,UF,Rural,Estadual,96.5,1.6,1.9
2020,Roraima,UF,Total,Municipal,,,
2020,Roraima,UF,Urbana,Municipal,,,
2020,Roraima,UF,Rural,Municipal,,,
2020,Roraima,UF,Total,Privada,99.5,0.3,0.2
2020,Roraima,UF,Urbana,Privada,99.5,0.3,0.2
2020,Roraima,UF,Rural,Privada,100.0,0.0,0.0
2020,Roraima,UF,Total,Pública,98.3,0.8,0.9
2020,Roraima,UF,Urbana,Pública,99.1,0.3,0.6
2020,Roraima,UF,Rural,Pública,95.9,2.4,1.7
2020,Pará,UF,Total,Total,99.2,0.1,0.7
2020,Pará,UF,Urbana,Total,99.2,0.1,0.7
2020,Pará,UF,Rural,Total,99.4,0.2,0.4
2020,Pará,UF,Total,Federal,94.8,4.3,0.9
2020,Pará,UF,Urbana,Federal,95.5,3.7,0.8
2020,Pará,UF,Rural,Federal,71.2,26.0,2.8
2020,Pará,UF,Total,Estadual,99.4,0.0,0.6
2020,Pará,UF,Urbana,Estadual,99.4,0.0,0.6
2020,Pará,UF,Rural,Estadual,99.6,0.0,0.4
2020,Pará,UF,Total,Municipal,97.6,0.0,2.4
2020,Pará,UF,Urbana,Municipal,97.6,0.0,2.4
2020,Pará,UF,Rural,Municipal,,,
2020,Pará,UF,Total,Privada,97.9,0.6,1.5
2020,Pará,UF,Urbana,Privada,98.0,0.6,1.4
2020,Pará,UF,Rural,Privada,91.6,2.2,6.2
2020,Pará,UF,Total,Pública,99.4,0.1,0.5
2020,Pará,UF,Urbana,Pública,99.3,0.1,0.6
2020,Pará,UF,Rural,Pública,99.5,0.1,0.4
2020,Amapá,UF,Total,Total,90.7,6.9,2.4
2020,Amapá,UF,Urbana,Total,90.0,7.7,2.3
2020,Amapá,UF,Rural,Total,94.9,1.6,3.5
2020,Amapá,UF,Total,Federal,88.7,10.1,1.2
2020,Amapá,UF,Urbana,Federal,88.7,10.1,1.2
2020,Amapá,UF,Total,Estadual,89.9,7.4,2.7
2020,Amapá,UF,Urbana,Estadual,89.1,8.4,2.5
2020,Amapá,UF,Rural,Estadual,94.8,1.7,3.5
2020,Amapá,UF,Total,Municipal,,,
2020,Amapá,UF,Urbana,Municipal,,,
2020,Amapá,UF,Rural,Municipal,,,
2020,Amapá,UF,Total,Privada,98.9,0.5,0.6
2020,Amapá,UF,Urbana,Privada,99.1,0.5,0.4
2020,Amapá,UF,Rural,Privada,97.0,0.0,3.0
2020,Amapá,UF,Total,Pública,89.9,7.5,2.6
2020,Amapá,UF,Urbana,Pública,89.1,8.4,2.5
2020,Amapá,UF,Rural,Pública,94.8,1.7,3.5
2020,Tocantins,UF,Total,Total,93.2,2.7,4.1
2020,Tocantins,UF,Urbana,Total,93.3,2.5,4.2
2020,Tocantins,UF,Rural,Total,92.5,4.4,3.1
2020,Tocantins,UF,Total,Federal,80.0,18.2,1.8
2020,Tocantins,UF,Urbana,Federal,79.1,18.7,2.2
2020,Tocantins,UF,Rural,Federal,82.2,16.8,1.0
2020,Tocantins,UF,Total,Estadual,93.5,2.0,4.5
2020,Tocantins,UF,Urbana,Estadual,93.5,2.0,4.5
2020,Tocantins,UF,Rural,Estadual,94.1,2.2,3.7
2020,Tocantins,UF,Total,Municipal,,,
2020,Tocantins,UF,Urbana,Municipal,,,
2020,Tocantins,UF,Rural,Municipal,,,
2020,Tocantins,UF,Total,Privada,99.3,0.5,0.2
2020,Tocantins,UF,Urbana,Privada,99.3,0.5,0.2
2020,Tocantins,UF,Rural,Privada,99.2,0.8,0.0
2020,Tocantins,UF,Total,Pública,92.9,2.8,4.3
2020,Tocantins,UF,Urbana,Pública,92.9,2.6,4.5
2020,Tocantins,UF,Rural,Pública,92.2,4.6,3.2
2020,Maranhão,UF,Total,Total,92.3,2.4,5.3
2020,Maranhão,UF,Urbana,Total,92.5,2.4,5.1
2020,Maranhão,UF,Rural,Total,90.8,2.3,6.9
2020,Maranhão,UF,Total,Federal,81.6,15.6,2.8
2020,Maranhão,UF,Urbana,Federal,83.5,14.4,2.1
2020,Maranhão,UF,Rural,Federal,74.7,20.0,5.3
2020,Maranhão,UF,Total,Estadual,92.4,2.0,5.6
2020,Maranhão,UF,Urbana,Estadual,92.5,2.1,5.4
2020,Maranhão,UF,Rural,Estadual,91.8,1.4,6.8
2020,Maranhão,UF,Total,Municipal,92.7,0.1,7.2
2020,Maranhão,UF,Urbana,Municipal,99.5,0.0,0.5
2020,Maranhão,UF,Rural,Municipal,84.4,0.3,15.3
2020,Maranhão,UF,Total,Privada,96.9,1.4,1.7
2020,Maranhão,UF,Urbana,Privada,97.5,1.5,1.0
2020,Maranhão,UF,Rural,Privada,90.5,0.3,9.2
2020,Maranhão,UF,Total,Pública,92.0,2.5,5.5
2020,Maranhão,UF,Urbana,Pública,92.2,2.5,5.3
2020,Maranhão,UF,Rural,Pública,90.8,2.3,6.9
2020,Piauí,UF,Total,Total,93.5,1.2,5.3
2020,Piauí,UF,Urbana,Total,93.7,1.2,5.1
2020,Piauí,UF,Rural,Total,90.2,2.0,7.8
2020,Piauí,UF,Total,Federal,83.7,14.3,2.0
2020,Piauí,UF,Urbana,Federal,83.5,14.5,2.0
2020,Piauí,UF,Rural,Federal,85.6,12.9,1.5
2020,Piauí,UF,Total,Estadual,93.6,0.4,6.0
2020,Piauí,UF,Urbana,Estadual,93.8,0.3,5.9
2020,Piauí,UF,Rural,Estadual,90.5,1.0,8.5
2020,Piauí,UF,Total,Municipal,74.3,5.1,20.6
2020,Piauí,UF,Urbana,Municipal,72.0,5.9,22.1
2020,Piauí,UF,Rural,Municipal,88.2,0.0,11.8
2020,Piauí,UF,Total,Privada,98.3,1.0,0.7
2020,Piauí,UF,Urbana,Privada,98.3,1.0,0.7
2020,Piauí,UF,Rural,Privada,100.0,0.0,0.0
2020,Piauí,UF,Total,Pública,92.9,1.2,5.9
2020,Piauí,UF,Urbana,Pública,93.1,1.2,5.7
2020,Piauí,UF,Rural,Pública,90.1,2.0,7.9
2020,Ceará,UF,Total,Total,97.0,0.2,2.8
2020,Ceará,UF,Urbana,Total,97.0,0.2,2.8
2020,Ceará,UF,Rural,Total,97.3,0.6,2.1
2020,Ceará,UF,Total,Federal,80.9,14.4,4.7
2020,Ceará,UF,Urbana,Federal,82.6,13.4,4.0
2020,Ceará,UF,Rural,Federal,66.4,22.6,11.0
2020,Ceará,UF,Total,Estadual,97.1,0.0,2.9
2020,Ceará,UF,Urbana,Estadual,97.0,0.0,3.0
2020,Ceará,UF,Rural,Estadual,98.2,0.0,1.8
2020,Ceará,UF,Total,Municipal,,,
2020,Ceará,UF,Urbana,Municipal,,,
2020,Ceará,UF,Rural,Municipal,,,
2020,Ceará,UF,Total,Privada,98.8,0.6,0.6
